route	rank	name	point	zige_point	level	totlewin	totlelose	weekwin	weeklose
3	4	01*ZzALitXangDerZz	399	355	99	258	201	50	40
3	5	22*CoGiaoThaoZZ	410	355	98	310	232	21	13
3	6	03*VIPPoseidon	397	350	98	240	155	14	8
3	7	15*CaSaSanPum	372	350	99	80	46	11	6
3	8	20*zx1StDatMaToSu	405	345	99	241	197	34	27
3	9	62*0o0DnINOMAX0o0	327	300	98	252	204	6	6
3	10	14*ZaTruTri	353	300	90	333	271	37	28
3	11	17*NhiuDinhPro	361	300	98	149	114	36	34
3	12	06*IZkenvin	317	300	99	83	70	5	4
3	13	10*HrThichTamMua	261	300	97	51	42	11	14
3	14	04*zIzLoveAlice	310	285	97	95	68	4	5
3	15	07*DauTroCxx9Cham	361	285	98	191	143	28	26
3	16	03*o0Kh«ngYªu0o	350	280	97	323	263	48	47
3	17	22*zThPzThunderII	391	280	95	129	61	11	5
3	18	66*toanthangai1	323	280	95	66	54	5	4
3	19	09*iliYugoS2Yuri	345	275	98	99	60	6	3
3	20	20*JenyFerTuyÕt§ªm	308	275	97	96	76	5	4
3	21	10*sIsBlue	287	270	99	32	22	6	3
3	22	04*DoanThePhi	360	270	98	127	80	13	8
3	23	62*ooMrKotexoo	309	270	95	54	42	5	6
3	24	08*oiATK90	357	270	99	190	146	6	3
3	25	01*93HyKonGaNay	298	265	99	137	117	24	25
3	26	15*oS2oThjckChoiGaj	347	265	94	34	13	6	3
3	27	02*NinePisff	304	260	91	110	98	17	18
3	28	01*TLTxxQuªn§iEm	329	260	99	85	58	4	5
3	29	09*AcBienHoaHCM	401	260	99	58	28	10	2
3	30	15*StickMan	343	260	99	119	93	7	2
3	31	17*zDanChoiNuaMua	364	260	97	176	146	17	13
3	32	25*QKAoSadForever	260	255	99	44	41	11	8
3	33	01*tltVIP	335	250	99	84	64	19	17
3	34	66*tokita	270	250	99	58	53	7	2
3	35	22*1StzTroVeCatBui	302	240	98	83	71	5	6
3	36	08*iS2iDongDong	341	230	99	118	98	12	10
3	37	09*oS2oAnMinh	325	225	98	167	143	7	6
3	38	01*ZxLªQuúnhxZ	301	220	99	72	71	6	4
3	39	07*MrChjPhe0	342	220	98	54	36	7	2
3	40	09*S2AnhEm	304	215	97	95	75	4	5
3	41	17*zQuyetMaTroVez	254	215	99	32	27	6	3
3	42	08*L0ngTieuTu	310	210	96	68	55	4	5
3	43	17*S2z§¹iS­MªG¸izZ	253	210	97	65	59	4	5
3	44	03*iIiMarky	289	205	99	71	64	6	3
3	45	03*oUSAoVagabondz	308	205	99	83	68	8	6
3	46	09*zHoAngTuMap	294	205	97	85	74	6	3
3	47	15*zBDzzRuaCon	336	200	99	69	34	6	3
3	48	07*zFBCzKhoaiTo17cm	305	195	97	49	42	7	4
3	49	09*zRainDropzCZ	396	190	98	114	47	10	7
3	50	25*QuatarKill	269	190	99	127	116	6	5
3	51	08*ooAnh6	337	185	97	406	330	8	8
3	52	02*D0oH0agVinho0C	310	185	98	69	50	5	4
3	53	02*zZioizTungJun	364	185	99	104	63	6	3
3	54	06*BijLarDens777	249	180	98	25	19	4	5
3	55	20*S2oMyLifeLonely	331	175	97	77	62	8	1
3	56	17*QuyenBaDao	358	175	99	56	33	8	5
3	57	01*iiiSvTi3uSuPhu	322	175	93	109	58	5	4
3	58	25*zVeLajNoiSua	247	175	96	53	53	4	5
3	59	02*NguoiKoMangHo	304	170	99	42	33	5	4
3	60	08*xxxCoGiaoThao	388	170	98	220	171	19	12
3	61	17*NTTUniversity	314	170	96	121	102	9	5
3	62	07*zXz1StDatMaToSu	368	170	99	188	153	15	9
3	63	22*73zXlNguoiAYeu	350	170	99	138	86	7	3
3	64	62*zOTanVuongok	254	170	99	34	29	9	8
3	65	06*TieuHaiAu	254	165	98	40	32	8	7
3	66	03*xzInCREDiBleHS	309	160	98	46	26	12	10
3	67	62*NO1DouBleRicH	252	160	99	41	40	5	4
3	68	02*TjeuNga0GjangH0	295	155	99	54	62	4	5
3	69	03*KMiSieuXayDa	300	155	96	114	91	33	33
3	70	17*oS2oWhyNot	267	155	99	46	42	5	4
3	71	09*1stTroVezMH	291	155	99	99	82	5	5
3	72	02*oHoBOVOTUIoHo	285	150	96	110	100	8	7
3	73	22*U40No1ThanhNam	351	150	99	432	364	19	16
3	74	15*IIsKpThangCoHon	293	145	99	37	27	6	6
3	75	22*iGvTrulLuiDajSu	372	145	94	83	36	7	2
3	76	02*xzHoangDiepzx	263	145	97	61	51	6	7
3	77	22*zQzShinTeaYang	262	140	98	29	21	4	5
3	78	62*Jx2Mrquan1st	268	140	99	65	65	16	8
3	79	02*St0zTruongCuiz0	256	130	99	72	68	4	5
3	80	17*TLKhongTien	249	130	99	77	98	5	4
3	81	02*oHuyenThoaiTLTo	290	130	99	64	71	6	3
3	82	09*zThIcHPk	265	125	99	39	32	6	3
3	83	08*RollsRoice	287	115	99	47	39	4	5
3	84	07*1stCaXaVaoMom	275	115	94	73	64	29	27
3	85	09*ooooMrCat	260	110	99	70	70	7	2
3	86	08*ZTLTzThanTUongZ	286	105	98	38	29	13	14
3	87	07*LÝnhPro010	258	105	99	62	59	4	5
3	88	16*Jx2OngBak	441	100	93	94	44	12	3
3	89	09*BacKieuPhongTLT	241	100	99	112	105	5	4
3	90	66*MrMaCaRong	333	100	96	73	57	13	9
3	91	22*Fc37Saker191	281	90	98	20	10	6	3
3	92	66*zGiaNgheoTcz	315	90	96	87	71	5	4
3	93	22*HQS2LovelyGirl	362	90	94	153	120	7	2
3	94	11*zMagicWand	246	90	97	24	21	2	7
3	95	03*AEzMytusCZ	352	85	99	87	49	6	3
3	96	08*iiHDx981	302	85	96	213	163	5	5
3	97	20*SuperSoi	237	85	97	77	70	6	3
3	98	22*iSGxDatMaSuTo	292	85	98	28	17	5	4
3	99	11*xThienMaLoanVux	245	80	99	28	21	5	4
3	100	15*S2Anh4BanIphone	253	80	94	90	82	5	4
3	101	20*1stPHA*TN	254	80	96	24	17	5	5
3	102	22*iSvLaHanDayXeBo	368	80	92	97	49	7	4
3	103	07*aAaToiCoDon	339	80	99	43	22	10	5
3	104	07*ZxLamTuan88xZ	324	80	98	38	25	13	10
3	105	09*o0oAlex	316	75	96	63	64	5	4
3	106	15*z0zDevidz0z	256	75	96	26	22	9	9
3	107	08*S2oCauBeBuonoS2	270	75	95	36	29	4	5
3	108	08*OmBomTuSat	270	75	98	142	123	3	6
3	109	03*zzZzLifeOrDeath	277	75	96	26	18	5	6
3	110	01*ChuTieuTlt	255	70	99	114	105	5	4
3	111	01*§ãngG¹ch	243	70	99	29	28	10	5
3	112	15*DoHaiBang2012	261	70	99	24	19	5	4
3	113	03*H¾cKh¸ch	271	70	97	21	14	10	9
3	114	03*TrÇnCh©n	306	70	99	44	29	17	12
3	115	08*xTLTxHandSome	241	70	99	56	45	2	7
3	116	08*Jx2TrulLuiDaiSu	373	65	94	76	33	11	4
3	117	50*73zHiIamDauTroc	359	65	98	107	73	6	4
3	118	62*ductrung	260	65	99	30	39	7	2
3	119	02*AnhViet86	246	65	97	66	65	4	5
3	120	03*anhdayvolamgavai	237	60	99	71	67	6	3
3	121	02*1dikotrolai689	251	60	99	27	23	8	7
3	122	07*Z0iavaochua0Z	261	60	97	41	33	8	11
3	123	22*IzBuddhaSaid	259	60	96	27	20	4	5
3	124	07*OzTr­îngH­V«z0	251	55	97	39	30	5	4
3	125	16*tamquocchi	353	55	99	109	78	9	7
3	126	08*ZzCaSavoDoiZsss	256	0	99	73	65	2	7
3	127	03*oBatKhoc	272	0	99	43	37	5	5
3	128	16*HoaBanXuongNui	248	0	96	52	47	4	5
3	129	08*iTrynDameRE	282	0	99	28	18	8	1
3	130	06*Kh«ngLïiB­íc	251	0	99	10	4	8	4
3	131	01*xxx23xxxMrHungCz	241	0	99	8	5	4	5
3	132	02*o0TLTdalat0o	337	0	97	125	94	7	2
3	133	07*iZiGeorge	254	0	99	59	89	5	4
3	134	35*izLyThienVuongz	290	0	97	39	24	5	6
3	135	35*TLTTeLeTeLe	317	0	98	101	75	13	12
3	136	16*SoDaCoCa	296	0	99	63	43	12	12
3	137	39*IoIOnePecieIoI	287	0	92	34	23	5	4
3	138	09*zBritainUSx	263	0	99	72	72	8	2
3	139	20*xPhaCoDonx	327	0	99	72	55	6	3
3	140	03*hacbachmy	260	0	97	16	9	6	8
3	141	07*iZichjmchjch	266	0	99	88	95	7	2
3	142	04*zS2zLightKingGx3	345	0	96	29	7	7	4
3	143	22*zDzSaoriHara	300	0	98	36	24	4	5
3	144	08*IslRoj2	236	0	97	26	23	6	3
3	145	14*osGoTioss	265	0	99	16	10	14	9
3	146	62*zzS2oChipLove	284	0	96	16	9	8	3
3	147	62*WinThangLong124	266	0	99	23	15	7	2
3	148	07*§ÇuGÊuC«nL«n	297	0	99	24	14	24	14
3	149	11*520zWhereDoWeGo	303	0	97	40	31	22	23
3	150	08*OmCuaNgayHomQa	261	0	99	50	37	7	2
3	151	66*1stBullue	259	0	96	54	52	4	5
3	152	35*1StzTroVeCatBuiz	305	0	98	62	50	7	2
3	153	15*oS2oThinhLangTu	256	0	96	16	28	8	1
3	154	07*IzNhiCazI	254	0	98	40	37	5	4
3	155	08*oIoTLTBigBang	283	0	96	26	18	5	4
3	156	08*Tapchoivolam22	250	0	96	10	4	10	4
3	157	07*xMêBeo	335	0	98	67	38	7	5
3	158	08*S2VpSuThuc	253	0	99	7	2	7	2
3	159	07*OzTieuPhatzO	291	0	96	18	9	17	9
3	160	03*z0nguyencuong0z	282	0	93	21	11	7	2
3	161	20*JX2No1ThanhNam	333	0	99	356	303	21	17
3	162	02*LoDich32Rang	336	0	96	16	3	8	1
3	163	68*MTzVoDanhTang	303	0	96	65	50	5	4
3	164	07*KcvPervertMonk	300	0	98	73	59	6	4
3	165	33*ThieuLam3G	349	0	99	36	17	7	2
3	166	08*ChickenJungleLX	278	0	96	8	1	8	1
3	167	08*KjUcBuon	244	0	99	19	13	6	3
3	168	20*zZHrChi	271	0	91	49	41	5	4
3	169	39*zzzKaRaOKezzz	329	0	98	117	95	14	11
3	170	25*IzzLaDyKiller	264	0	99	19	11	12	8
3	171	09*CoGiaoThaoVN	342	0	98	200	156	14	11
3	172	08*TruongHuyen9495	323	0	97	31	17	7	4
3	173	08*OMGNice	234	0	96	52	55	9	5
3	174	91*KhongMinhxz	253	0	99	35	26	7	5
3	175	07*o0o1stDuyKaKaoOo	239	0	99	74	71	7	2
3	176	03*iSingTLT	308	0	90	36	29	6	3
3	177	02*1stPh­¬ngAnk	257	0	99	18	10	7	2
3	178	09*zzNoBiTazzMH	239	0	96	7	2	7	2
3	179	20*PhaRaOn	267	0	96	45	34	4	5
3	180	01*IonHokHyvn	286	0	99	9	0	9	0
3	181	03*TLTNo1ThanhNam	338	0	99	334	286	13	10
3	182	07*ZzNguynVanNamzZ	302	0	97	18	8	9	0
3	183	20*oCQzCaSaToanMiss	276	0	98	8	1	8	1
3	184	20*Io24hSoEmBuon0o	256	0	90	13	7	9	6
3	185	07*xxx1CuKhoai9	291	0	99	37	28	21	23
3	186	08*TNooMaiYeuEm	272	0	99	43	36	5	4
3	187	07*§¹iS­Xèn	248	0	99	60	54	4	5
4	1	22*oIPivoCZ	452	375	99	164	83	25	15
4	2	14*zN4zTizan	408	365	97	289	181	11	7
4	3	09*QMzNhokSieuQuay	403	365	99	123	71	12	7
4	4	11*Ares11o2	396	360	99	114	51	7	3
4	5	22*zTNzYnPonTus	454	355	99	137	69	29	15
4	6	15*iiBvLeeMyHomexx	405	350	99	326	245	26	19
4	7	22*izG9zSoiBuon	420	345	99	186	110	10	4
4	8	08*S2xVuDieuTango	388	300	98	219	158	27	22
4	9	04*oFAoJx2RedLion	340	290	99	133	107	12	10
4	10	66*zHotHayHayHotz	350	290	99	85	54	6	4
4	11	15*oS2oTaySoBaVuong	377	290	99	337	272	17	13
4	12	25*ADuVactTutQuan	343	285	99	141	118	5	4
4	13	23*NganNoiNhoDenEm	346	280	98	124	86	12	12
4	14	22*NDHzzBoGia	441	280	99	203	90	11	1
4	15	07*XzXThiEnBa0XzX	384	280	99	216	171	17	11
4	16	17*iZzDaiKadiINOVA	356	275	99	180	148	10	7
4	17	66*IQuyÕtYªuEmI	334	275	95	106	87	15	13
4	18	17*iizLongBuiTrAnDJ	343	270	99	101	57	7	4
4	19	23*QfxxSocLaSucXX	325	270	99	93	69	7	6
4	20	22*iovzZBuBuMap	337	265	98	69	40	8	4
4	21	23*oIoLongTamoIo	342	265	97	185	141	6	6
4	22	14*zN4zCay7Mon	372	265	99	391	336	37	32
4	23	04*zIIzSutVanXit	354	265	99	292	233	7	2
4	24	02*U30OngGiaVL2	361	265	99	205	161	11	8
4	25	06*IoHoaVoKhuyet2	356	265	90	153	120	7	2
4	26	66*oIoKenny	321	260	97	101	73	9	8
4	27	10*s0sTjeuTuans	323	255	98	100	85	5	5
4	28	62*zIzLaoDai6789	322	255	94	60	59	5	4
4	29	02*o0thu4nthi3n0o	320	255	99	93	69	5	5
4	30	11*thienlan	325	250	99	92	78	6	6
4	31	10*NoBiNoBiTaSan	337	250	99	74	52	6	3
4	32	06*iConTraiHuyenTu	338	250	99	117	91	5	4
4	33	25*4eisLQPsi1994	329	250	99	78	54	8	4
4	34	07*iiMysteryDream	366	250	99	76	54	10	7
4	35	10*iiiDuyPhoMa	334	250	99	166	126	12	8
4	36	22*NzGaYeuVit	386	245	98	248	174	24	18
4	37	02*PhaGioiDaiTang	362	245	98	234	202	19	16
4	38	23*zoanhcuocII	319	245	99	92	72	9	10
4	39	11*o0oDajSuDi3n	320	240	98	115	95	4	5
4	40	08*xoxTraiQue	367	240	94	141	87	13	10
4	41	22*izG9zHigher	337	240	99	308	241	15	14
4	42	09*zKSIzLuxuryX3	331	240	99	112	88	37	36
4	43	08*14SutToanTruot	350	235	99	171	123	6	5
4	44	03*KNzGjaPhong	348	230	99	198	156	12	10
4	45	02*IoGodWarZ	320	230	98	308	256	18	19
4	46	17*iNvCuongKvzs2z	322	225	99	147	138	13	12
4	47	07*KRChanKhongGiay	350	220	99	63	40	9	7
4	48	15*oIoHanThieuLong	336	220	99	93	109	17	12
4	49	17*Mannschaft	320	210	97	174	159	15	15
4	50	22*zG69ShockEva	377	210	97	86	42	6	3
4	51	08*Jx2FcxChiViEmz	344	210	99	42	18	11	8
4	52	22*zCTzlWonHwangNam	333	210	98	343	288	19	17
4	53	10*Jx2StingChanh	378	200	99	153	100	9	6
4	54	22*jiioYanRocker	334	200	96	97	56	5	4
4	55	06*jioYanRocker	369	200	96	91	52	18	14
4	56	20*ixzVoDanhKhach	340	200	96	125	74	12	11
4	57	20*0zBrunoTV0	394	190	99	146	112	10	2
4	58	03*NVzOngPhonCZ	410	190	99	133	64	10	5
4	59	62*izAbolaZi	329	185	99	73	53	5	4
4	60	22*iiovzZBuBuRomZ	360	180	99	156	105	7	5
4	61	23*zS2iSanjiKun	324	180	95	70	60	10	6
4	62	25*oILang3VjBo	350	175	99	55	38	14	12
4	63	08*ZiiSzDaVidPum	383	175	95	105	43	9	4
4	64	07*BFFzVOTONG	320	170	98	50	31	6	5
4	65	15*zZzVoTinhzZz	322	170	99	109	88	5	4
4	66	03*zExpectation	353	170	99	112	71	7	5
4	67	22*FMLzQuanKKzzzzz	343	170	99	89	53	6	4
4	68	02*GkzGiantBeast	356	170	99	67	40	9	5
4	69	01*Tellero0oFe	311	170	99	57	42	5	5
4	70	20*banghaidt123456	345	170	99	337	300	16	13
4	71	20*x60xziLQPiz1994	344	165	99	57	36	8	3
4	72	03*iiovzZBuBuMap	374	165	97	57	31	10	6
4	73	03*zChanSutVoDichz	394	160	99	95	50	9	5
4	74	17*AG7NuiAGCP	346	160	99	109	73	6	3
4	75	07*S2PeLeNo1S2	319	160	96	116	91	5	5
4	76	17*oHPoChiLaQuaKhu	313	155	97	91	73	4	5
4	77	01*zHLoTheThang	340	140	99	23	8	6	3
4	78	02*BoyThanCuocNo1	321	140	99	277	243	16	14
4	79	01*ByeByeTLQ	322	135	96	48	33	5	4
4	80	20*MrHoangLong	323	135	96	71	63	5	4
4	81	20*MrHoAngPro	322	135	96	67	58	5	4
4	82	03*OngGiaLangTuHIV	322	135	99	182	159	5	4
4	83	11*GaChoi86	331	125	99	47	33	19	15
4	84	17*ZzMaKyBenzZ	311	120	98	159	144	14	13
4	85	07*Jx2GaPKTLQ	322	120	97	142	110	8	7
4	86	07*QnHoangTuEchTB	348	110	99	121	91	7	2
4	87	25*iiiSutToMoDit	317	100	97	47	31	4	5
4	88	14*zN4zKaido	327	100	99	159	114	10	9
4	89	01*oIoozZKrPhieuDu	345	100	97	50	18	6	3
4	90	01*ZxKiepVeSauxZ	340	100	99	29	14	13	11
4	91	07*zThuKhoGoiTenEmz	334	90	99	102	75	6	3
4	92	20*oNoOneElse	331	90	98	102	49	5	4
4	93	08*zDKziWonHwangNAM	373	90	98	292	241	18	13
4	94	15*KHxTapCuocVac	328	85	99	137	107	28	22
4	95	22*iYSLvLionWinds	422	85	99	78	15	15	4
4	96	04*JX2oKhongQuanTam	317	85	96	150	137	11	11
4	97	09*oZiiiTienDong	343	85	99	41	18	7	2
4	98	07*oSlgzDarkPrince	335	85	99	63	31	6	3
4	99	09*AcEzzSeanShizz	357	85	99	79	57	14	10
4	100	07*1stHanhS2Yen	397	85	99	183	118	16	12
4	101	04*zDeadLine	328	80	99	29	13	7	2
4	102	17*V«H×nhQuyÒn	350	80	99	97	65	6	3
4	103	14*HPzGaTapSut	324	80	99	102	85	6	3
4	104	22*o0KoEmYeu	342	80	97	91	71	7	2
4	105	03*iiovzZBuBuRom	357	75	99	148	100	6	3
4	106	14*IzBatGioiPk96zI	323	75	98	70	59	5	4
4	107	09*OKooooooooK	333	75	99	104	88	6	3
4	108	04*CoolBoy2015	312	75	97	72	56	5	4
4	109	04*iMrBeCo	345	75	98	104	79	6	3
4	110	08*ooDarKPrinceXz	341	70	99	74	55	11	8
4	111	22*FBIoSaoPhaiNghi	320	70	99	46	31	7	6
4	112	11*HITMANSHAOLlN	384	70	98	79	33	8	1
4	113	11*LuuTinhCoDonvh	313	70	96	29	15	7	5
4	114	04*IIxDanBachPhong	318	65	99	42	27	7	2
4	115	09*1xZHuongSoai	320	65	97	147	130	5	4
4	116	22*zThPzB3Khjn	319	65	99	123	105	5	4
4	117	22*HHzQuyenCuocft	341	65	99	175	132	23	19
4	118	08*HHoQuyenCuoc	340	65	99	135	97	14	12
4	119	03*ZoIDichVuMayTan	331	65	96	72	57	42	38
4	120	09*Janitors	321	65	96	108	92	6	4
4	121	03*10DiegoMaradona	352	65	99	50	26	9	6
4	122	07*x10DiegoMaradona	353	65	99	57	29	6	3
4	123	01*zzzPinLMzz	315	65	99	67	50	14	12
4	124	01*oHGxKhongCamXuc	333	65	99	111	95	6	4
4	125	06*IzPhiTuyet	319	65	97	59	43	10	7
4	126	20*BFFBoiViDamMe	313	60	98	59	33	5	3
4	127	08*IoLangTuPhieuBac	343	60	99	197	149	15	11
4	128	04*zIzHeroBoy96	324	60	97	33	21	6	3
4	129	08*0oKnello0	322	60	97	181	149	5	4
4	130	09*zL2Thelegend1	314	60	99	69	51	6	3
4	131	11*LiKaChiÒu	323	60	96	32	20	13	10
4	132	08*HNo1LegendBin	343	55	99	59	42	19	14
4	133	02*NhatCongDaiSu	322	55	99	75	63	6	3
4	134	02*zClientzOver	324	55	95	181	174	17	16
4	135	08*GiaoCauTreEm	335	55	99	175	143	17	14
4	136	08*zvVOTONGzv	318	50	98	34	18	6	5
4	137	22*iikJustPastNo1	388	50	99	167	108	19	10
4	138	35*TPzBongMaDiDong	332	0	99	126	94	11	7
4	139	22*izZGaTapSutzz	328	0	99	158	82	13	9
4	140	22*QfxxGaConxx	327	0	98	22	8	7	4
4	141	10*DJxxAmsterdam	377	0	99	107	66	9	1
4	142	35*IzDuongThienLong	365	0	97	80	34	11	10
4	143	26*ixzTeenSayLak	315	0	99	69	52	5	5
4	144	22*QfxxNhiLangThan7	369	0	99	30	9	8	1
4	145	09*XuatSu9x	319	0	99	52	47	7	2
4	146	50*zIzRioBuiTranDJ	331	0	99	66	40	7	4
4	147	08*HHo0verL0VE	357	0	97	143	88	6	5
4	148	90*sOsiKey	354	0	95	85	62	6	3
4	149	06*zzIoHeiNeKen	320	0	98	117	100	7	2
4	150	22*iiSingleMenz	310	0	98	12	2	12	2
4	151	50*ZzPigGurazzzz	344	0	99	208	147	10	8
4	152	12*iPeTapSut	352	0	99	227	187	14	11
4	153	09*zBDzGALangThanGz	317	0	99	86	70	12	4
4	154	24*QfxxkuToNhuPic	316	0	99	67	51	6	3
4	155	02*OhMyFuck	316	0	98	37	24	20	11
4	156	04*Jx2RedMoon1102	319	0	99	17	6	7	3
4	157	20*7SatPeDeLinDa	336	0	96	39	25	7	2
4	158	62*zzIzHoangTuRong	314	0	99	38	24	8	1
4	159	06*xxNhutEuRoxx	317	0	99	53	33	5	4
4	160	07*S2oShinichi	339	0	97	137	117	6	3
4	161	20*iNHxTi3uUtTvx	359	0	96	54	31	17	10
4	162	12*zAnhQuanz	343	0	99	97	69	6	3
4	163	33*1BKV1102	359	0	99	137	75	11	7
4	164	07*xZGaTapPkzXxFc35	310	0	97	21	10	12	6
4	165	10*zHoanHonCuocZ	328	0	99	88	66	11	10
4	166	22*jzzzzzBoDizSoAi	329	0	99	68	44	5	4
4	167	17*xxZxxKimHuyetLe	327	0	99	38	23	19	8
4	168	06*zzxichlong86zz	314	0	96	123	108	11	11
